id,species
920000021,aethusa_cynapium_subsp_agrestis
920000177,arum_italicum_subsp_italicum
910002500,blechnum_cordatum
9207245,cotoneaster_linearifolius
9203401,crataegus_heterophylla_x_monogyna
9203414,crocus_biflorus_x_chrysanthus
9203417,crocus_tommasinianus_x_vernus
920000582,crocus_vernus_subsp_albiflorus
920000592,cymbalaria_muralis_subsp_visianii
9204474,epilobium_brunnescens_x_ciliatum
9204475,epilobium_brunnescens_x_montanum
9203429,epilobium_brunnescens_x_obscurum
9203430,epilobium_brunnescens_x_palustre
9202771,epilobium_ciliatum_x_montanum
9202785,epilobium_ciliatum_x_obscurum
9202762,epilobium_ciliatum_x_parviflorum
9202779,epilobium_ciliatum_x_roseum
9202783,epilobium_ciliatum_x_tetragonum
78291,erodium_cygnorum_subsp_cygnorum
920000764,euphorbia_amygdaloides_subsp_robbiae
870071052,euphorbia_characias_subsp_veneta
9207358,fallopia_baldschuanica_x_japonica
920007122,galanthus_plicatus_subsp_byzantinus
71222,galanthus_plicatus_subsp_plicatus
920004320,hebe_x_franciscana=h_elliptica_x_h_speciosa
920007393,hebe_x_lewisii=h_salicifolia_x_h_elliptica
7422,kniphofia__praecox
920002667,lamiastrum_galeobdolon_subsp_argentatum
920002303,larix_x_marschlinsii=l_decidua_x_l_kaempferi
9207446,macleaya_x_kewensis=m_cordata_x_m_microcarpa
920001341,narcissus_poeticus_subsp_poeticus
920001338,narcissus_pseudonarcissus_subsp_major
920001342,narcissus_pseudonarcissus_subsp_obvallaris
180080010,onoclea_sensibilis
14312,papaver_somniferum_subsp_setigerum
660010071,papaver_somniferum_subsp_somniferum
7480,pelargonium_tomentosum
7490,phymatosorus_diversifolius
8177,polystichum_munitum
100010020,pteris_cretica
1649,ranunculus_ficaria_subsp_chrysocephalus
920001649,ranunculus_ficaria_subsp_ficariiformis
920001734,rumex_acetosa_subsp_ambiguus
9202351,salix_caprea_x_viminalis_(s_x_sericans)
920001839,saxifraga_rosacea_subsp_rosacea
30010050,selaginella_kraussiana
920001949,solanum_nigrum_subsp_schultesii
19482,solanum_villosum_subsp_miniatum
920002658,spiraea_douglasii_subsp_douglasii
26582,spiraea_douglasii_subsp_menziesii
920002171,veronica_hederifolia_subsp_hederifolia
21712,veronica_hederifolia_subsp_lucorum
920002649,vicia_sativa_subsp_segetalis
920002703,x_crataemespilus_grandiflora=mespilus_germanica_x_crataegus_laevigata
2967,x_cuprocyparis_leylandii=cupressus_macrocarpa_x_xanthocyparis_nootkatensis
